行政區,路名,段、號及其他註明,經度,緯度,備註
大安區,仁愛路,4段449號,121.5619444,25.04944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段403號,121.5594444,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段387號,121.5586111,25.04083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段325號,121.5552778,25.04083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段325號,121.5530556,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段151號,121.5766667,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段137號,121.5516667,25.04111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段85號,121.5575,25.04166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段79號,121.5569444,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段37號,121.5544444,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段3號,121.5513889,25.04138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段1號,121.5511111,25.04138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段2號,121.5333333,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段22號右側,121.5344444,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段22號對面公車候車亭,121.5344444,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段24巷口,121.5355556,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段34號對面公車候車亭,121.5369444,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段74號前,121.5388889,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段136號前公車候車亭,121.5408333,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段160號,121.5433333,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段145號,121.5433333,25.03833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段55號右側,121.5408333,25.03861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段55號左側,121.5397222,25.03861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段55號旁公車候車亭,121.5394444,25.03833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段55號左側小門前,121.5388889,25.03861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段1號(快車道公車候車亭),121.5330556,25.03833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,3段31巷口公車候車亭,121.535,25.03833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段130號,121.5488889,25.03694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段與安和路口,121.5511111,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段414號 ,121.5608333,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段130號公車站牌,121.5502778,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段220號,121.5522222,25.04,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段266巷口公車站牌,121.5513889,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段314號公車站牌,121.5572222,25.02611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段296號,121.5525,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段416號(公車站牌前),121.5577778,25.04055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段376號,121.5547222,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
大安區,仁愛路,4段8巷口,121.5444444,25.03777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
