行政區,路名,段、號及其他註明,經度,緯度,備註
士林區,延平北路,七段3號前(公車亭旁),121.4975,25.09416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,九段尾島頭公園路燈107號樓梯口旁,121.4666667,25.11,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號右側邊近社中街尾,121.5019444,25.09027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,九段尾島頭公園路燈109號樓梯口旁,121.4663889,25.10888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號(社子國小)側門邊,121.5033333,25.08972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號(社子國小右側邊),121.5025,25.09,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號(社子國小左側邊),121.5030556,25.08972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號(社子國小大門對面),121.5027778,25.08972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號(社子國小大門對面公車亭旁),121.5033333,25.08944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段458號(公車亭旁),121.4991667,25.09277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,七段250號福安國中(左側近臨江園),121.4886111,25.10222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,七段250號福安國中(左側),121.4880556,25.10277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,七段250號福安國中(右側),121.4877778,25.10305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,七段250號福安國中(右側近八段2巷口),121.4872222,25.10333333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,八段262巷口對面(公車亭內),121.4786111,25.10583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,八段262巷口對面(公車亭內),121.4730556,25.10611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,六段308號(社子國小大門左側對面),121.5030556,25.08944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段125號加油站,121.5119444,25.08277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段141號加油站,121.5122222,25.08305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段97號,121.5127778,25.08194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段60號,121.5127778,25.08166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段54號,121.5133333,25.08138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段202號加油站,121.5116667,25.085,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,重慶北路,四段202號加油站,121.5116667,25.085,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中正路,580號,121.5102778,25.08722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,延平北路,5段271號,121.5097222,25.08527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段415號(蘭興2號公園),121.5266667,25.11305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段392號(士東國小),121.5266667,25.11333333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段18號(台銀),121.5305556,25.11916667,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段34號,121.5311111,25.12,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段60號,121.5311111,25.12083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段132號(郵局),121.5319444,25.12277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段186號,121.5330556,25.12472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段230之1號 對面,121.5336111,25.1275,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段171號,121.5327778,25.12416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段141巷43號 (下方公園旁),121.53,25.12444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段141巷43號 (體惠幼稚園旁),121.5302778,25.125,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段123號前,121.5319444,25.12277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段71號 (富邦建設),121.5311111,25.12111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段45號,121.5311111,25.12,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母西路,3號前,121.5297222,25.11861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母西路,73號,121.5252778,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母西路,46之3號,121.5255556,25.11861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母北路,61號,121.5266667,25.12166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母北路,68之1號,121.5266667,25.12277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,6之2號(三玉宮),121.5311111,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,46號,121.5333333,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,68號 (新光三越) (一),121.5336111,25.11805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,68號 (新光三越) (二),121.5341667,25.11805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,111號,121.5369444,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,59號邊(近57-1號旁),121.5336111,25.11777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母東路,1之5號,121.5311111,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段206號(新光三越)(三),121.5344444,25.11805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段202號(新光三越)(四),121.5341667,25.15055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段180號(誠品),121.5336111,25.11611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段128-1號,121.5322222,25.11388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段96號(統一證卷),121.5311111,25.11305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段78號,121.5311111,25.11222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段56號,121.5305556,25.11111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段46之1號,121.5305556,25.11027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段(蘭雅公園前),121.5305556,25.10972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段6號,121.5302778,25.10861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段27號,121.5305556,25.10972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段51號(蘭雅國中),121.5305556,25.11027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段77號(棒球場)(一) 118巷口對面,121.5316667,25.11361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段77號(棒球場)(二) 128號對面,121.5322222,25.11388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,(運動公園)(一)二段162號對面,121.5330556,25.11527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,(運動公園)(二)二段178巷口對面,121.5338889,25.11583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,忠誠路,二段207巷1號(啟明學校)旁(二),121.5347222,25.11722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,東山路,114號,121.5394444,25.11305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,東山路,底 (忠孝新村站牌 旁),121.5397222,25.11111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,東山路,與士東路352巷口 職訓(二)站牌,121.5394444,25.11361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,東山路,27號(光華巴士總站),121.5391667,25.11583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,264號對面,121.5363889,25.11333333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,238號對面,121.535,25.11305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,216號對面棒球場(一),121.5341667,25.11277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,180號(台電),121.5322222,25.1125,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,190號(法院正門200巷)(一),121.5336111,25.11194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,190號(法院)(一),121.5327778,25.11138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段431號,121.5272222,25.11416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段420號,121.5269444,25.11388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段750號,121.5280556,25.11583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段800號(美國學校)(二),121.5291667,25.11694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段800號(美國學校)(四),121.5294444,25.1175,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,七段29號,121.5305556,25.11944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段785號(日本學校)(一),121.5297222,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段785號(日本學校)(三),121.5291667,25.11722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,中山北路,六段765號,121.5280556,25.11583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,天母西路,61號,121.5261111,25.11861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
士林區,士東路,180號台電對面,121.5325,25.11277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
