行政區,路名,段、號及其他註明,經度,緯度,備註
北投區,承德路,7段單號(立農國小站),121.5036111,25.1175,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段298號對面,121.505,25.11638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段212號對面(實踐街口站),121.5063889,25.11472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,6段雙號邊(大客車專用停車格15號旁),121.5125,25.10111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,6段雙號邊(大客車專用停車格19號旁),121.5125,25.10222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,6段438號往前30公尺(停車格編號166號旁),121.5116667,25.10944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段雙號(大同公司站),121.5011111,25.12,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段342巷口(立農國小站),121.5044444,25.11722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段376號旁(立農公園地下停車場出入口旁),121.5030556,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,文林北路,261號(石牌站),121.5122222,25.10972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,文林北路,55號旁(中正高中站),121.5177778,25.10527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,文林北路,53巷口(中正高中站),121.5177778,25.105,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,文林北路,110號(中正高中站),121.5175,25.10583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,文林北路,200號(文林國小站),121.5152778,25.1075,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段雙號路橋下,121.5125,25.11388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段146號(石牌國小站),121.5130556,25.11416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段雙號榮光公園前,121.5141667,25.11472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段雙號榮光公園前,121.5141667,25.11472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段石牌國中大門右側,121.5141667,25.115,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段石牌國中大門左側,121.5144444,25.115,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段146號對面(石牌國小站),121.5127778,25.11444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,1段單號路橋下,121.5125,25.11416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段90巷口(永明派出所站),121.5166667,25.11722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段100號前,121.5166667,25.1175,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段雙號(護理學院後門右側),121.5191667,25.11861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段雙號(榮總站),121.5194444,25.11861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段雙號(榮總站),121.5197222,25.11861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段324巷口(永欣里站),121.5236111,25.12194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段單號(榮光新村站),121.5227778,25.12027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段單號(榮總立体停車場出入口左側),121.5219444,25.11944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段單號(榮總立体停車場出入口右側),121.5216667,25.11916667,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段單號(榮總急診室出入口右側),121.5205556,25.11888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段單號(榮總二號門右側),121.5197222,25.11888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段115號旁,121.5175,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,石牌路2段99巷口(永明派出所前三角公園),121.5169444,25.11777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,石牌路,2段322號旁(榮光新村站),121.5227778,25.12027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,明德路,208巷5號(明德圖書館),121.5227778,25.11305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,明德路,321號對面,121.5205556,25.11555556,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,明德路,365號對面,121.5213889,25.11722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,振興街,19號對面,121.5219444,25.11833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,明德路,365號(振興醫院站),121.5219444,25.11777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,天母西路,107號對面(振興公園站),121.5233333,25.11888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,北投路,1段20號(石牌分隊右側),121.5013889,25.12305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,北投路,1段20號(石牌分隊左側),121.5016667,25.12305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,北投路,1段與公路口,121.5025,25.12138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,公館路,423巷口對面,121.5022222,25.12111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段384號(中油加油站),121.5022222,25.11916667,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段342巷口(立農國小站),121.5044444,25.11722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段雙號(大同公司站),121.5011111,25.12,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,承德路,7段單號(大同公司站),121.5019444,25.11888889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,三合街,2段502號前,121.5,25.12583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,大業路,514號前,121.4961111,25.13361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,大業路,12號前,121.4994444,25.12277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,大業路,460號前公車站牌,121.4961111,25.13194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,中央北路,1段2號前,121.5011111,25.13361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,中央北路,1段73號公車站牌前,121.5008333,25.13388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,大業路,20號前,121.4994444,25.12333333,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,中央北路,2段357號對面,121.4877778,25.13861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,中央北路,2段70號前,121.4925,25.13805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
北投區,北投路,1段30號旁,121.5013889,25.12388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
