行政區,路名,段、號及其他註明,經度,緯度,備註
萬華區,大理街,160巷24弄口,121.4952186,25.0319692,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段10號前,121.509574,25.047572,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段66號前(門牌原26號),121.509297,25.046853,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段100號前,121.508654,25.044162,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段136號前,121.508421,25.04341,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段148號,121.508329,25.042891,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段152號前,121.508201,25.042772,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段152號前,121.508235,25.04265,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段158號,121.507981,25.041958,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段164-1號,121.507813,25.04162,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段170號,121.507698,25.041014,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段174之23號,121.507544,25.040394,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段176之1號前,121.50727,25.039458,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段180號,121.507176,25.039014,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段196號,121.507007,25.0386,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段200號,121.50693,25.038142,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段200號快車道候車亭旁,121.506921,25.037898,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段68號前,121.50918,25.045954,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段78號,121.508953,25.045449,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段80號前,121.5086,25.044984,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段88號,121.508758,25.044523,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段94號前,121.5088,25.04424,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,1段與開封街口,121.509283,25.042853,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,2段廣州街口,121.606944,25.082778,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,2段廣州街口,121.605000,25.076111,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,中華路,2段龍山國中後門邊,121.601944,25.069444,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,內江街,127號對面,121.500106,25.041776,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,199號前49停車格,121.508577,25.021212,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,37號停車格旁靠騰雲路橋,121.505869,25.024772,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,67號停車格右側10公尺處,121.506172,25.021389,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,67號停車格旁,121.56532,25.020829,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,80號停車格,121.506806,25.021791,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,一號門右側,121.302677,25.022252,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,水源路,一號門左側,121.505954,25.021382,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,30號與32號間柱子前,121.50672,25.042721,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,59號,121.505882,25.042628,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,6號出口後面,121.507575,25.042995,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,83號,121.505192,25.042922,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,86號前,121.504784,25.043178,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,98號,121.503464,25.04342,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,成都路,捷運1號出口旁,121.507648,25.042135,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,1段214號前,121.749722,25.073056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,1段314之2號,121.49787,25.0324767,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,2段264號前,121.4939159,25.0272197,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,2段296號,121.4928885,25.0264932,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,2段29號,121.4973945,25.0320496,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,2段32號,121.4977099,25.0326283,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,2段394號,121.4913428,25.0253177,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西園路,2段42號,121.4973758,25.0321074,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,117號,121.506403,25.044324,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,129號前,121.506314,25.044281,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,145號前,121.5061,25.043883,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,161號,121.506028,25.043386,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,169號,121.506026,25.043385,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,173號,121.505992,25.042665,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,36-25號,121.50629,25.04958,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,36-49號前,121.507066,25.045566,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,36-69號前,121.50644,25.045893,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,36-7號,121.50594,25.044966,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,36號前,121.508839,25.04448,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,52號前,121.506291,25.04419,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,62號前,121.506603,25.043922,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西寧南路,62號前,121.506131,25.043915,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,201號,121.499444,25.029167,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,201號,121.498889,25.029167,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,201號,121.498611,25.029167,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,213-1號左側,121.495556,25.028333,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,213號,121.496111,25.028611,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,213號,121.4975,25.029167,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,424號左前方,121.4982067,25.02945739,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,西藏路,424號對面人行道,121.497778,25.029167,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段、西園路口,121.758056,25.067222,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段109巷口旁,121.506111,25.068889,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段120號前,121.503333,25.063056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段235號公布欄旁,121.705278,25.068056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段235號旁,121.699722,25.066667,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段251號旁,121.678889,25.068611,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,和平西路,3段258號,121.4959473,25.0348102,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,昆明街,100號前,121.505189,25.044012,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,昆明街,58號對面,121.505979,25.046135,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,昆明街,77號,121.504878,25.043114,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,昆明街,98-4號對面,121.505131,25.044465,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,東園街,156號左側,121.497778,25.023056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,東園街,195號前,121.4975,25.023611,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,東園街,199號前,121.498056,25.022778,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,東園街,19號右側,121.495556,25.028056,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,(400號公園前),121.503376,25.04556,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,104號,121.50515,25.044982,嚴禁投入家用垃圾，違者重罰新台幣6000元
萬華區,武昌街,114-2號,121.504967,25.045171,嚴禁投入家用垃圾，違者重罰新台幣6000元
