行政區,路名,段、號及其他註明,經度,緯度,備註
中正區,忠孝西路,一段70號前(懷寧街口),121.5141667,25.04666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段66號(新光三越前),121.5152778,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段66號(新光三越),121.5152778,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段50號(地下街Z2出入口),121.5155556,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段50號(大亞大廈),121.5158333,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站捷運6號出入口),121.5166667,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段36號前(公園路),121.5169444,25.04583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段41號,121.5177778,25.04583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段45號,121.5175,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站捷運3號出入口),121.5175,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站捷運4號出入公園路口),121.5172222,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站捷運4號出入口),121.5172222,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(捷運4號出入口),121.5166667,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(捷運4號出入口),121.5169444,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站捷運5號與4號出入口中間),121.5161111,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站捷運5號與4號出入口中間),121.5161111,25.04666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,忠孝西路,一段(台北車站5號出入口北側),121.5161111,25.04666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,56號對面,121.5127778,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,58號對面,121.5125,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,館前路,台北車站西側(館前路計程車排班處),121.515,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,館前路,台北車站西側(館前路計程車排班處),121.515,25.0475,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站西側,121.5158333,25.04666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站西側,121.5161111,25.0475,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站西側,121.5161111,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站西側,121.5161111,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,市民大道,台北車站北側(北1門),121.5175,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,市民大道,捷運1號出入口,121.5177778,25.04805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,市民大道,捷運1號出入口,121.5177778,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山北路,一段與市民大道口,121.5202778,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山北路,一段46號前(逸仙公園前),121.52,25.04722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(行李托中心運後面),121.5188889,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(東1門人行道),121.5186111,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(東1門人行道),121.5180556,25.04777778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(東1門人行道),121.5180556,25.0475,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(行李托運中心後面),121.5191667,25.04722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(行李托運中心正門),121.5188889,25.0475,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,北平西路,台北車站東側(行李托運中心正門),121.5188889,25.0475,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山北路,一段42號前(北平西路口),121.5197222,25.04694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山北路,一段14號前,121.5197222,25.04638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山北路,一段6號前,121.5194444,25.04611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,2巷口,121.5191667,25.045,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)與青島西路口,121.5191667,25.04472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,青島西路,健保局,121.5172222,25.045,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,青島西路,健保局,121.5175,25.04527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,青島西路,兒童醫院,121.5180556,25.04472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,台大兒童醫院正門,121.5188889,25.04388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)與濟南路口,121.5188889,25.04361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)濟南路與徐州路口中間,121.5183333,25.04277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)與徐州路口(北),121.5183333,25.04194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,台大醫院停車場前(南),121.5180556,25.04166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)與常德街口,121.5177778,25.04027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)凱達格蘭大道口（外交部）,121.5172222,25.03861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,(西側)外交部,121.5172222,25.03805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,20號(國家圖書館),121.5169444,25.0375,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,20號（國家圖書館）,121.5169444,25.03722222,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,中山南路,教大附小後門,121.5163889,25.03583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,與愛國西路口,121.5155556,25.035,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,29號(教大附小),121.515,25.03555556,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,29號(教大附小),121.515,25.03611111,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,21號(弘道國中),121.515,25.03638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,21號(弘道國中),121.515,25.03638889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,21號(弘道國中),121.515,25.03666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,21號(弘道國中),121.515,25.03694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,15之3號,121.5155556,25.04027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,15之3號,121.5155556,25.04027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,台大醫院,121.5161111,25.04138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
中正區,公園路,台大醫院,121.5161111,25.04194444,嚴禁投入家用垃圾，違者重罰新台幣6000元
