行政區,路名,段、號及其他註明,經度,緯度,備註
松山區,光復北路,89號,121.5577778,25.05055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,光復北路,3號,121.5575,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,松河街,180號,121.5766667,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,光復北路,15號,121.5580556,25.04916667,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,三民路,30號,121.5655556,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,塔悠路,82號,121.57,25.05333333,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,健康路,195號,121.5622222,25.05361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,三民路,64號,121.5638889,25.05527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,三民路,33號,121.5636111,25.05527778,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,東興路,21號,121.5655556,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,東興路,12號,121.5655556,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段23號,121.5591667,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段83號,121.5608333,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段101號,121.560989,25.048562,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段151號,121.5625,25.04833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段197號,121.5636111,25.04861111,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段487號對面,121.5716667,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段598號,121.5725,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,南京東路,五段346號,121.5688889,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段692號(捷運松山站3號前),121.5775,25.04972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段746號對面松山車站公車站(入口),121.5780556,25.04972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段746號對面松山車站公車站(出口),121.5783333,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段742號(松山國小)(捷運松山站5號出口),121.5777778,25.05055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段723號(捷運松山站1號出口),121.5769444,25.05027778,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,八德路,四段687號(捷運松山站2號出口),121.5763889,25.05,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,南京東路,五段164號(南京三民站2號出口),121.5630556,25.05166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,南京東路,五段202之1號(南京三民站3號出口),121.5647222,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,南京東路,五段305號,121.5666667,25.05138889,嚴禁投入家用垃圾，違者重罰新台幣6000元
松山區,南京東路,五段268號,121.5666667,25.05166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
