行政區,路名,段、號及其他註明,經度,緯度,備註
文山區,羅斯福路,5段76號,121.5380556,25.00833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,5段222號與224號之間,121.5388889,25.00222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段24號與26號之間,121.5397222,25,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段206號前,121.5413889,24.99361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段210號與212號之間,121.5411111,24.99361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段218號前,121.5408333,24.99305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段286號前,121.5405556,24.99083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段393號前,121.5405556,24.99222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,景中街,27號斜對面站牌,121.5433333,24.9925,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,景中街,27號對面站牌,121.5430556,24.99277778,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段208號對面站牌,121.5411111,24.99361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段54號對面公車站牌,121.5402778,24.99916667,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,5段29號公車專用道上,121.5383333,25.0075,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,5段76號,121.5380556,25.00805556,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,5段76號公車專用道上,121.5380556,25.00833333,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段26號,121.5397222,25,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段288號,121.5402778,24.99083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段393號,121.5408333,24.99222222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段206號對面站牌號,121.5411111,24.99361111,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,羅斯福路,6段50號對面公車站牌,121.5402778,24.99944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,1段68號公車站牌左前,121.5397222,25.00444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,1段68號公車站牌右前,121.5397222,25.00416667,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,1段15號公車站牌左前,121.54,25.00444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,1段15號公車站牌右前,121.5397222,25.00444444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段275巷口         ,121.5525,25.00166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,3段96號,121.5569444,24.99944444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,3段280號,121.5597222,24.99583333,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,辛亥路,4段89號對面,121.5586111,25.00694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,辛亥路,4段130巷捷運站出口處,121.5566667,25.00472222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,辛亥路,4段166巷口斜對面,121.5563889,25.00388889,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,辛亥路,4段188巷口對面,121.5558333,25.00305556,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,萬芳路興隆路3段口,文山運動中心站牌,121.5602778,24.99694444,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段70號     ,121.5477778,24.99972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段88號,121.5488889,25.00055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段88號,121.5491667,25.00055556,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段124號,121.5502778,25.00111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段160號,121.5513889,25.00166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段160號,121.5516667,25.00166667,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段228號,121.5533333,25.00111111,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段215號,121.55,25.00083333,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段97號興隆市場前,121.5475,24.99972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,2段97號興隆市場前,121.5475,24.99972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,3段86號,121.5566667,24.99972222,嚴禁投入家用垃圾，違者重罰新台幣6000元
文山區,興隆路,3段222號文山運動中心右側,121.5594444,24.99666667,嚴禁投入家用垃圾，違者重罰新台幣6000元
